45,45,45,1
45,45,46,1
45,45,47,1
45,45,48,1
45,45,49,1
45,45,50,1
45,45,51,1
45,45,52,1
45,45,53,1
45,45,54,1
45,45,55,1
46,45,45,1
46,45,46,1
46,45,47,1
46,45,48,1
46,45,49,1
46,45,50,1
46,45,51,1
46,45,52,1
46,45,53,1
46,45,54,1
46,45,55,1
47,45,45,1
47,45,46,1
47,45,47,1
47,45,48,1
47,45,49,1
47,45,50,1
47,45,51,1
47,45,52,1
47,45,53,1
47,45,54,1
47,45,55,1
48,45,45,1
48,45,46,1
48,45,47,1
48,45,48,1
48,45,49,1
48,45,50,1
48,45,51,1
48,45,52,1
48,45,53,1
48,45,54,1
48,45,55,1
49,45,45,1
49,45,46,1
49,45,47,1
49,45,48,1
49,45,49,1
49,45,50,1
49,45,51,1
49,45,52,1
49,45,53,1
49,45,54,1
49,45,55,1
50,45,45,1
50,45,46,1
50,45,47,1
50,45,48,1
50,45,49,1
50,45,50,1
50,45,51,1
50,45,52,1
50,45,53,1
50,45,54,1
50,45,55,1
51,45,45,1
51,45,46,1
51,45,47,1
51,45,48,1
51,45,49,1
51,45,50,1
51,45,51,1
51,45,52,1
51,45,53,1
51,45,54,1
51,45,55,1
52,45,45,1
52,45,46,1
52,45,47,1
52,45,48,1
52,45,49,1
52,45,50,1
52,45,51,1
52,45,52,1
52,45,53,1
52,45,54,1
52,45,55,1
53,45,45,1
53,45,46,1
53,45,47,1
53,45,48,1
53,45,49,1
53,45,50,1
53,45,51,1
53,45,52,1
53,45,53,1
53,45,54,1
53,45,55,1
54,45,45,1
54,45,46,1
54,45,47,1
54,45,48,1
54,45,49,1
54,45,50,1
54,45,51,1
54,45,52,1
54,45,53,1
54,45,54,1
54,45,55,1
55,45,45,1
55,45,46,1
55,45,47,1
55,45,48,1
55,45,49,1
55,45,50,1
55,45,51,1
55,45,52,1
55,45,53,1
55,45,54,1
55,45,55,1
45,55,45,-1
45,55,46,-1
45,55,47,-1
45,55,48,-1
45,55,49,-1
45,55,50,-1
45,55,51,-1
45,55,52,-1
45,55,53,-1
45,55,54,-1
45,55,55,-1
46,55,45,-1
46,55,46,-1
46,55,47,-1
46,55,48,-1
46,55,49,-1
46,55,50,-1
46,55,51,-1
46,55,52,-1
46,55,53,-1
46,55,54,-1
46,55,55,-1
47,55,45,-1
47,55,46,-1
47,55,47,-1
47,55,48,-1
47,55,49,-1
47,55,50,-1
47,55,51,-1
47,55,52,-1
47,55,53,-1
47,55,54,-1
47,55,55,-1
48,55,45,-1
48,55,46,-1
48,55,47,-1
48,55,48,-1
48,55,49,-1
48,55,50,-1
48,55,51,-1
48,55,52,-1
48,55,53,-1
48,55,54,-1
48,55,55,-1
49,55,45,-1
49,55,46,-1
49,55,47,-1
49,55,48,-1
49,55,49,-1
49,55,50,-1
49,55,51,-1
49,55,52,-1
49,55,53,-1
49,55,54,-1
49,55,55,-1
50,55,45,-1
50,55,46,-1
50,55,47,-1
50,55,48,-1
50,55,49,-1
50,55,50,-1
50,55,51,-1
50,55,52,-1
50,55,53,-1
50,55,54,-1
50,55,55,-1
51,55,45,-1
51,55,46,-1
51,55,47,-1
51,55,48,-1
51,55,49,-1
51,55,50,-1
51,55,51,-1
51,55,52,-1
51,55,53,-1
51,55,54,-1
51,55,55,-1
52,55,45,-1
52,55,46,-1
52,55,47,-1
52,55,48,-1
52,55,49,-1
52,55,50,-1
52,55,51,-1
52,55,52,-1
52,55,53,-1
52,55,54,-1
52,55,55,-1
53,55,45,-1
53,55,46,-1
53,55,47,-1
53,55,48,-1
53,55,49,-1
53,55,50,-1
53,55,51,-1
53,55,52,-1
53,55,53,-1
53,55,54,-1
53,55,55,-1
54,55,45,-1
54,55,46,-1
54,55,47,-1
54,55,48,-1
54,55,49,-1
54,55,50,-1
54,55,51,-1
54,55,52,-1
54,55,53,-1
54,55,54,-1
54,55,55,-1
55,55,45,-1
55,55,46,-1
55,55,47,-1
55,55,48,-1
55,55,49,-1
55,55,50,-1
55,55,51,-1
55,55,52,-1
55,55,53,-1
55,55,54,-1
55,55,55,-1
